Data;?tem;Respons?vel;Curso;Valor
04/05/2021;MESA PARA INFORMATICA - 1500 X 800 X 735 ,MM;Paraguassu;Aprendizagem Ind?strial em Mec?nica;R$ 327,00 
04/05/2021;MESA PARA INFORMATICA - 1500 X 800 X 735 ,MM;Paraguassu;T?cnico em Eletr?nica;R$ 327,00 
04/05/2021;MESA PARA INFORMATICA - 1500 X 800 X 735 ,MM;Paraguassu;T?cnico em Eletr?nica;R$ 327,00 
04/05/2021;MESA PARA INFORMATICA - 1500 X 800 X 735 ,MM;Paraguassu;Aprendizagem Ind?strial em Mec?nica;R$ 327,00 
04/05/2021;MESA PARA INFORMATICA - 1500 X 800 X 735 ,MM;Paraguassu;T?cnico em Desenvolvimento de Sistemas;R$ 327,00 
04/05/2021;MESA PARA INFORMATICA - 1500 X 800 X 735 ,MM;Paraguassu;T?cnico em Desenvolvimento de Sistemas;R$ 327,00 
04/05/2021;MESA PARA INFORMÁTICA - L166 ARTICO -;Paraguassu;Aprendizagem Ind?strial em Mec?nica;R$ 327,00 
24/04/2021;PAINEL SIMULADOR DE ELETROHIDRÁULICA - FESTO;Paraguassu;Aprendizagem Ind?strial Almoxarifado;R$ 38.480,00 
23/04/2021;MESA EM L COM COMPLEMENTO CIRCULAR;Paraguassu;Aprendizagem Ind?strial Almoxarifado;R$ 975,00 
23/04/2021;MESA DE TRABALHO;Paraguassu;Aprendizagem Ind?strial Almoxarifado;R$ 493,00 
23/04/2021;MESA DE TRABALHO;Paraguassu;T?cnico em Eletr?nica;R$ 493,00 
23/04/2021;ARMÁRIO PARA VESTIÁRIO EM LAMINADO;Paraguassu;Aprendizagem Ind?strial em Mec?nica;R$ 974,00 
23/04/2021;ARMÁRIO ALTO POST FORMING PARA PASTA SUS;Paraguassu;T?cnico em Desenvolvimento de Sistemas;R$ 1.176,00 
17/04/2021;VENTILADOR DE PAREDE;Paraguassu;Aprendizagem Ind?strial em Mec?nica;R$ 40,00 
17/04/2021;VENTILADOR DE PAREDE;Paraguassu;T?cnico em Mecatr?nica;R$ 40,00 
17/04/2021;VENTILADOR DE PAREDE;Paraguassu;T?cnico em Eletr?nica;R$ 40,00 
17/04/2021;VENTILADOR DE PAREDE;Paraguassu;T?cnico em Desenvolvimento de Sistemas;R$ 40,00 
17/04/2021;VENTILADOR DE PAREDE;Paraguassu;T?cnico em Desenvolvimento de Sistemas;R$ 40,00 
15/04/2021;CONJUNTO DE COMANDOS ELETROELETRÔNICOS (;Paraguassu;T?cnico em Mecatr?nica;R$ 6.798,00 
15/04/2021;CONJUNTO P/ ESTUDOS DE SENSORES MANUF.;Paraguassu;T?cnico em Desenvolvimento de Sistemas;R$ 12.658,00 
13/04/2021;PAINEL PARA ALIMENTAÇÃO DE BANCADA- EDUTEC;Paraguassu;Aprendizagem Ind?strial Almoxarifado;R$ 730,00 
13/04/2021;PAINEL PARA ALIMENTAÇÃO DE BANCADA- EDUTEC;Paraguassu;Aprendizagem Ind?strial em Mec?nica;R$ 730,00 
13/04/2021;PAINEL PARA ALIMENTAÇÃO DE BANCADA- EDUTEC;Paraguassu;Aprendizagem Ind?strial Almoxarifado;R$ 730,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 ÁRTICO);Paraguassu;T?cnico em Mecatr?nica;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 ÁRTICO);Paraguassu;T?cnico em Eletr?nica;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 ÁRTICO);Paraguassu;T?cnico em Desenvolvimento de Sistemas;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 ÁRTICO);Paraguassu;Aprendizagem Ind?strial Administra??o;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 ÁRTICO);Paraguassu;T?cnico em Mecatr?nica;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 ÁRTICO);Paraguassu;Aprendizagem Ind?strial Almoxarifado;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 ÁRTICO);Paraguassu;Aprendizagem Ind?strial Almoxarifado;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 ÁRTICO);Paraguassu;T?cnico em Eletr?nica;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 ÁRTICO);Paraguassu;Aprendizagem Ind?strial Almoxarifado;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 ÁRTICO);Paraguassu;Aprendizagem Ind?strial em Mec?nica;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 ÁRTICO);Paraguassu;T?cnico em Eletr?nica;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 ÁRTICO);Paraguassu;Aprendizagem Ind?strial Almoxarifado;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 ÁRTICO);Paraguassu;Aprendizagem Ind?strial Almoxarifado;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 ÁRTICO);Paraguassu;Aprendizagem Ind?strial em Mec?nica;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 ÁRTICO);Paraguassu;T?cnico em Eletr?nica;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 ÁRTICO);Paraguassu;T?cnico em Desenvolvimento de Sistemas;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 ÁRTICO);Paraguassu;Aprendizagem Ind?strial Administra??o;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 ÁRTICO);Paraguassu;Aprendizagem Ind?strial Administra??o;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 ÁRTICO);Paraguassu;T?cnico em Desenvolvimento de Sistemas;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 ÁRTICO);Paraguassu;T?cnico em Eletr?nica;R$ 150,00 
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 ÁRTICO);Paraguassu;T?cnico em Desenvolvimento de Sistemas;R$ 150,00 
01/04/2021;BANCADA P/ ENSAIOS ELETROELETRÔNICOS DCE 216A;Paraguassu;T?cnico em Desenvolvimento de Sistemas;R$ 1.194,00 
01/04/2021;BANCADA PARA ENSAIOS ELETROELETRÔNICOS D;Paraguassu;T?cnico em Eletr?nica;R$ 1.194,00 
01/04/2021;BANCADA PARA ENSAIOS ELETROELETRÔNICOS D;Paraguassu;Aprendizagem Ind?strial Almoxarifado;R$ 1.194,00 
01/04/2021;BANCADA PARA ENSAIOS ELETROELETRÔNICOS D;Paraguassu;Aprendizagem Ind?strial Almoxarifado;R$ 1.194,00 
31/03/2021;MESA EM L COM DIVISORIA - DC 1508 BARROS;Paraguassu;Aprendizagem Ind?strial Almoxarifado;R$ 1.060,00 
31/03/2021;MESA EM L COM DIVISORIA - DC 1508 BARROS;Paraguassu;T?cnico em Eletr?nica;R$ 1.060,00 
31/03/2021;BANCADA PARA ENSAIOS ELETROELETRÔNICOS-  NJG;Paraguassu;T?cnico em Mecatr?nica;R$ 1.194,00 
31/03/2021;BANCADA PARA ENSAIOS ELETROELETRÔNICOS-  NJG;Paraguassu;Aprendizagem Ind?strial em Mec?nica;R$ 1.194,00 
31/03/2021;BANCADA PARA ENSAIOS ELETROELETRÔNICOS-  NJG;Paraguassu;Aprendizagem Ind?strial Almoxarifado;R$ 1.194,00 
31/03/2021;BANCADA PARA ENSAIOS ELETROELETRÔNICOS-  NJG;Paraguassu;Aprendizagem Ind?strial Administra??o;R$ 1.194,00 
02/03/2021;BANCADA INDUSTRIAL COM 01 GAVETA - BARROS;Paraguassu;T?cnico em Eletr?nica;R$ 1.092,50 
02/03/2021;BANCADA INDUSTRIAL COM 01 GAVETA - BARROS;Paraguassu;T?cnico em Mecatr?nica;R$ 1.092,50 
26/02/2021;MEDIDOR  POTENCIA, FASE E FATOR- MEGABRAS;Paraguassu;T?cnico em Mecatr?nica;R$ 1.669,50 
26/02/2021;MEDIDOR  POTENCIA, FASE E FATOR- MEGABRAS;Paraguassu;T?cnico em Mecatr?nica;R$ 1.669,50 
26/02/2021;MEDIDOR  POTENCIA, FASE E FATOR- MEGABRAS;Paraguassu;Aprendizagem Ind?strial Almoxarifado;R$ 1.669,50 
18/02/2021;ALICATE CRIMPADOR BNC - HT 336 C;Paraguassu;T?cnico em Mecatr?nica;R$ 61,00 
04/02/2021;MESA DE CENTRO-900 X 580MM-DCE-0251A-BARROS;Paraguassu;T?cnico em Mecatr?nica;R$ 800,00 
04/02/2021;MESA DE CENTRO-900 X 580MM-DCE-0251A-BARROS;Paraguassu;T?cnico em Eletr?nica;R$ 800,00 
03/02/2021;PAINEL SIMULADOR DE ELETROPNEUMÁTICA;Paraguassu;T?cnico em Desenvolvimento de Sistemas;R$ 27.450,00 
02/02/2021;REOSTATO  TIPO LSBORAT.200 OHMS  ELETELE;Paraguassu;Aprendizagem Ind?strial em Mec?nica;R$ 605,79 
02/02/2021;REOSTATO  TIPO LSBORAT.200 OHMS  ELETELE;Paraguassu;T?cnico em Mecatr?nica;R$ 605,79 
02/02/2021;REOSTATO  TIPO LSBORAT.200 OHMS  ELETELE;Paraguassu;T?cnico em Eletr?nica;R$ 605,79 
29/01/2021;MESA P/ PROFESSOR 1400X800X735MM;Paraguassu;Aprendizagem Ind?strial em Mec?nica;R$ 385,00 
28/01/2021;TACOMETRO DIGITAL PORT. C/MIRA LASER TD712;Paraguassu;T?cnico em Mecatr?nica;R$ 97,75 
28/01/2021;TACOMETRO DIGITAL PORT. C/MIRA LASER TD712;Paraguassu;Aprendizagem Ind?strial Administra??o;R$ 97,75 
28/01/2021;FONTE DE ALIMENTAÇÃO AJUST. 0 A 30 FA3030;Paraguassu;Aprendizagem Ind?strial Almoxarifado;R$ 294,00 
28/01/2021;FONTE DE ALIMENTAÇÃO AJUST. 0 A 30 FA3030;Paraguassu;T?cnico em Eletr?nica;R$ 294,00 
08/01/2021;ARMÁRIO BAIXO P.F.1000X900X550 -L-166-SCARPARO;Paraguassu;Aprendizagem Ind?strial em Mec?nica;R$ 387,50 
08/01/2021;ARMÁRIO BAIXO P.F.1000X900X550 -L-166-SCARPARO;Paraguassu;T?cnico em Eletr?nica;R$ 387,50 
08/01/2021;ARMÁRIO BAIXO P.F.1000X900X550 -L-166-SCARPARO;Paraguassu;T?cnico em Eletr?nica;R$ 387,50 
08/01/2021;ARMÁRIO BAIXO P.F.1000X900X550 -L-166-SCARPARO;Paraguassu;Aprendizagem Ind?strial em Mec?nica;R$ 387,50 
23/12/2020;TESTADOR DE P/ CABOS UTP/STP/COAX-F IDEAL;Paraguassu;T?cnico em Mecatr?nica;R$ 1.220,00 
23/12/2020;IDENTIFICADOR VISUAL FALHAS C/FONTE IDEAL;Paraguassu;Aprendizagem Ind?strial Administra??o;R$ 1.200,00 
23/12/2020;IDENTIFICADOR VISUAL FALHAS C/FONTE IDEAL;Paraguassu;T?cnico em Eletr?nica;R$ 1.200,00 
22/12/2020;TRANSFORMADOR TRIFÁSICO DIDÁTICO OPUS;Paraguassu;T?cnico em Desenvolvimento de Sistemas;R$ 299,00 
22/12/2020;TRANSFORMADOR TRIFÁSICO DIDÁTICO OPUS;Paraguassu;T?cnico em Desenvolvimento de Sistemas;R$ 299,00 
22/12/2020;TRANSFORMADOR TRIFÁSICO DIDÁTICO OPUS;Paraguassu;T?cnico em Desenvolvimento de Sistemas;R$ 299,00 
22/12/2020;PROTOBOARD - 1600 PONTOS TOYO MSB400;Paraguassu;T?cnico em Eletr?nica;R$ 37,10 
22/12/2020;PROTOBOARD - 1600 PONTOS TOYO MSB400;Paraguassu;Aprendizagem Ind?strial Administra??o;R$ 37,10 
22/12/2020;PROTOBOARD - 1600 PONTOS TOYO MSB400;Paraguassu;Aprendizagem Ind?strial Administra??o;R$ 37,10 
22/12/2020;TERMÔMETRO DIGITAL C/MIRA LASER ICEL TD961;Paraguassu;Aprendizagem Ind?strial Almoxarifado;R$ 133,00 
22/12/2020;TERMÔMETRO DIGITAL C/MIRA LASER ICEL TD961;Paraguassu;T?cnico em Desenvolvimento de Sistemas;R$ 133,00 
22/12/2020;MEGÔHMETRO DIGITAL ICEL MG3000;Paraguassu;T?cnico em Desenvolvimento de Sistemas;R$ 287,00 
22/12/2020;MEGÔHMETRO DIGITAL ICEL MG3000;Paraguassu;Aprendizagem Ind?strial em Mec?nica;R$ 287,00 
22/12/2020;TERRÔMETRO DIGITAL ICEL TR4200;Paraguassu;T?cnico em Mecatr?nica;R$ 315,00 
22/12/2020;ESTAÇÃO DE SOLDAGEM 200 A 450 GRAUS C;Paraguassu;T?cnico em Eletr?nica;R$ 145,00 
22/12/2020;ESTAÇÃO DE SOLDAGEM 200 A 450 GRAUS C;Paraguassu;Aprendizagem Ind?strial Administra??o;R$ 145,00 
22/12/2020;ESTAÇÃO DE SOLDAGEM 200 A 450 GRAUS C;Paraguassu;T?cnico em Mecatr?nica;R$ 145,00 
22/12/2020;ESTAÇÃO DE SOLDAGEM 200 A 450 GRAUS C;Paraguassu;T?cnico em Mecatr?nica;R$ 145,00 
17/12/2020;ALICATE PRESSÃO 10P BICO CURVO BELZER;Paraguassu;Aprendizagem Ind?strial Almoxarifado;R$ 20,10 
17/12/2020;ALICATE PRESSÃO 10P BICO CURVO BELZER;Paraguassu;Aprendizagem Ind?strial Almoxarifado;R$ 20,10 
16/12/2020;SACA POLIA C/ 3 GARRAS ARTICULADAS GEDORE;Paraguassu;Aprendizagem Ind?strial Almoxarifado;R$ 400,00 
10/12/2020;ALICATE DECAPADOR DE CABOS E FIOS;Paraguassu;T?cnico em Mecatr?nica;R$ 36,30 
10/12/2020;ALICATE DECAPADOR DE CABOS E FIOS;Paraguassu;T?cnico em Mecatr?nica;R$ 36,30 
10/12/2020;ALICATE DECAPADOR DE CABOS E FIOS;Paraguassu;T?cnico em Eletr?nica;R$ 36,30 
10/12/2020;ALICATE DECAPADOR DE CABOS E FIOS;Paraguassu;Aprendizagem Ind?strial em Mec?nica;R$ 36,30 
10/12/2020;ALICATE DECAPADOR DE CABOS E FIOS;Paraguassu;T?cnico em Desenvolvimento de Sistemas;R$ 36,30 
10/12/2020;ALICATE PRENSAR TERMINAS 0,5-6MM2 HT301;Paraguassu;T?cnico em Desenvolvimento de Sistemas;R$ 54,30 
10/12/2020;JOGO CHAVES COMBINADAS 6A32MM TRAMONTINA;Paraguassu;T?cnico em Mecatr?nica;R$ 287,90 
05/12/2020;VARIADOR DE TENSÃO MONOFÁSICO POLITERM;Paraguassu;T?cnico em Eletr?nica;R$ 371,00 
05/12/2020;VARIADOR DE TENSÃO MONOFÁSICO POLITERM;Paraguassu;Aprendizagem Ind?strial em Mec?nica;R$ 371,00 
05/12/2020;VARIADOR DE TENSÃO MONOFÁSICO POLITERM;Paraguassu;Aprendizagem Ind?strial Almoxarifado;R$ 371,00 
01/12/2020;MOTOR TRIFASICO DE INDUÇÃO KCEL ME1977;Paraguassu;Aprendizagem Ind?strial Almoxarifado;R$ 217,59 
28/11/2020;RÁDIO DIG.1 ENLACE (2 TERMINAIS)  - MDS;Paraguassu;T?cnico em Desenvolvimento de Sistemas;R$ 30.831,02 
27/11/2020;ALICATE UNIVERSAL 8P VONDER;Paraguassu;T?cnico em Mecatr?nica;R$ 17,90 
27/11/2020;ALICATE UNIVERSAL 8P VONDER;Paraguassu;T?cnico em Eletr?nica;R$ 17,90 
27/11/2020;BEBEDOURO ELÉTRICO DE PRESSÃO 110V-LIBELL;Paraguassu;T?cnico em Eletr?nica;R$ 429,13 
26/11/2020;ARMÁRIO MÉDIO 800X1000X500MM-L-022-SCARPARO;Paraguassu;T?cnico em Eletr?nica;R$ 387,00 
26/11/2020;ARMÁRIO MÉDIO 800X1000X500MM-L-022-SCARPARO;Paraguassu;Aprendizagem Ind?strial em Mec?nica;R$ 387,00 
24/11/2020;ALICATE CRIMPADOR 2 EM 1 7.1/2P/ RJ45 -VONDER;Paraguassu;T?cnico em Mecatr?nica;R$ 30,35 
24/11/2020;ALICATE PRESSÃO 10P B. RETOS CURV.GEDORE;Paraguassu;Aprendizagem Ind?strial em Mec?nica;R$ 18,12 
24/11/2020;MARRETA 1KG-CABO DE FIBRA DE VIDRO-GEDORE;Paraguassu;Aprendizagem Ind?strial Administra??o;R$ 131,00 
11/11/2020;QUADRO BRANCO MAGNÉTICO - CORTIARTE;Paraguassu;Aprendizagem Ind?strial Administra??o;R$ 234,30 
06/11/2020;ESTAÇÃO ANAL. RETRABALHO SMD 110V-TOYO;Paraguassu;T?cnico em Mecatr?nica;R$ 630,00 
06/11/2020;ESTAÇÃO ANAL. RETRABALHO SMD 110V-TOYO;Paraguassu;Aprendizagem Ind?strial Administra??o;R$ 630,00 
06/11/2020;ESTAÇÃO ANAL. RETRABALHO SMD 110V-TOYO;Paraguassu;T?cnico em Mecatr?nica;R$ 630,00 
06/11/2020;ESTAÇÃO DE DESSOLDAGEM TS-700 110V- TOYO;Paraguassu;Aprendizagem Ind?strial em Mec?nica;R$ 806,00 
06/11/2020;ESTAÇÃO DE DESSOLDAGEM TS-700 110V- TOYO;Paraguassu;T?cnico em Eletr?nica;R$ 806,00 
06/11/2020;ESTAÇÃO SOLDAGEM DIG.200A450GRAUS C-TOYO;Paraguassu;Aprendizagem Ind?strial Almoxarifado;R$ 145,00 
06/11/2020;ESTAÇÃO SOLDAGEM DIG.200A450GRAUS C-TOYO;Paraguassu;T?cnico em Desenvolvimento de Sistemas;R$ 145,00 
06/11/2020;ESTAÇÃO SOLDAGEM DIG.200A450GRAUS C-TOYO;Paraguassu;T?cnico em Eletr?nica;R$ 145,00 
05/11/2020;MOTO ESMERIL DE BANCADA TRIF.C/PEDEST. CEL;Paraguassu;Aprendizagem Ind?strial Almoxarifado;R$ 355,00 
04/11/2020;CADEIRA C/PÉS TRAPEZOIDAIS PRETA-STILOFLEX;Paraguassu;T?cnico em Desenvolvimento de Sistemas;R$ 97,80 
04/11/2020;CADEIRA C/PÉS TRAPEZOIDAIS PRETA-STILOFLEX;Paraguassu;T?cnico em Desenvolvimento de Sistemas;R$ 97,80 
04/11/2020;CADEIRA C/PÉS TRAPEZOIDAIS PRETA-STILOFLEX;Paraguassu;T?cnico em Eletr?nica;R$ 97,80 
04/11/2020;CADEIRA C/PÉS TRAPEZOIDAIS PRETA-STILOFLEX;Paraguassu;Aprendizagem Ind?strial Almoxarifado;R$ 97,80 
04/11/2020;CADEIRA FIXA POLIPROPILENO AZUL - STILOFLEX;Paraguassu;Aprendizagem Ind?strial Administra??o;R$ 57,00 
04/11/2020;CADEIRA FIXA POLIPROPILENO AZUL - STILOFLEX;Paraguassu;T?cnico em Mecatr?nica;R$ 57,00 
04/11/2020;CADEIRA FIXA POLIPROPILENO AZUL - STILOFLEX;Paraguassu;Aprendizagem Ind?strial em Mec?nica;R$ 57,00 
04/11/2020;CADEIRA FIXA POLIPROPILENO AZUL - STILOFLEX;Paraguassu;Aprendizagem Ind?strial Almoxarifado;R$ 57,00 
04/11/2020;CADEIRA GIRAT.C/BRAÇOS REG.PRETA-STILOFLEX;Paraguassu;T?cnico em Eletr?nica;R$ 230,00 
04/11/2020;CADEIRA GIRAT.C/BRAÇOS REG.PRETA-STILOFLEX;Paraguassu;Aprendizagem Ind?strial Almoxarifado;R$ 230,00 
04/11/2020;CADEIRA GIRAT.C/BRAÇOS REG.PRETA-STILOFLEX;Paraguassu;T?cnico em Desenvolvimento de Sistemas;R$ 230,00 
04/11/2020;CADEIRA GIRAT.S/BRAÇOS REG.PRETA-STILOFLEX;Paraguassu;Aprendizagem Ind?strial Administra??o;R$ 191,00 
04/11/2020;CADEIRA GIRAT.S/BRAÇOS REG.PRETA-STILOFLEX;Paraguassu;T?cnico em Mecatr?nica;R$ 191,00 
04/11/2020;SOFÁ DE 2 LUGARES P/ RECEP. PRETO -STILOFLEX;Paraguassu;T?cnico em Mecatr?nica;R$ 460,00 
04/11/2020;SOFÁ DE 2 LUGARES P/ RECEP. PRETO -STILOFLEX;Paraguassu;T?cnico em Mecatr?nica;R$ 460,00 
04/11/2020;SOFÁ DE 2 LUGARES P/ RECEP. PRETO -STILOFLEX;Paraguassu;T?cnico em Desenvolvimento de Sistemas;R$ 460,00 
04/11/2020;CADEIRA GIRAT. S/ BRAÇOS ROYAL -STILOFLEX;Paraguassu;T?cnico em Desenvolvimento de Sistemas;R$ 188,00 
04/11/2020;CADEIRA GIRAT. S/ BRAÇOS ROYAL -STILOFLEX;Paraguassu;Aprendizagem Ind?strial Administra??o;R$ 188,00 
04/11/2020;CADEIRA GIRAT. S/ BRAÇOS ROYAL -STILOFLEX;Paraguassu;T?cnico em Mecatr?nica;R$ 188,00 
04/11/2020;CADEIRA GIRAT. S/ BRAÇOS ROYAL -STILOFLEX;Paraguassu;Aprendizagem Ind?strial Administra??o;R$ 188,00 
04/11/2020;CADEIRA GIRAT. S/ BRAÇOS ROYAL -STILOFLEX;Paraguassu;Aprendizagem Ind?strial Administra??o;R$ 188,00 
04/11/2020;CADEIRA GIRATÓRIA C/BRAÇO -ROYAL -STILOFLEX;Paraguassu;T?cnico em Desenvolvimento de Sistemas;R$ 215,00 
04/11/2020;CADEIRA GIRATÓRIA C/BRAÇO -ROYAL -STILOFLEX;Paraguassu;T?cnico em Eletr?nica;R$ 215,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Paraguassu;T?cnico em Mecatr?nica;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Paraguassu;T?cnico em Mecatr?nica;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Paraguassu;T?cnico em Desenvolvimento de Sistemas;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Paraguassu;T?cnico em Mecatr?nica;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Paraguassu;T?cnico em Mecatr?nica;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Paraguassu;Aprendizagem Ind?strial Administra??o;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Paraguassu;T?cnico em Eletr?nica;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Paraguassu;T?cnico em Mecatr?nica;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Paraguassu;Aprendizagem Ind?strial Administra??o;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Paraguassu;T?cnico em Eletr?nica;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Paraguassu;Aprendizagem Ind?strial Administra??o;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Paraguassu;Aprendizagem Ind?strial em Mec?nica;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Paraguassu;Aprendizagem Ind?strial Almoxarifado;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Paraguassu;Aprendizagem Ind?strial em Mec?nica;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Paraguassu;Aprendizagem Ind?strial Almoxarifado;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Paraguassu;T?cnico em Eletr?nica;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Paraguassu;T?cnico em Desenvolvimento de Sistemas;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Paraguassu;T?cnico em Eletr?nica;R$ 113,00 
27/10/2020;ESTANTE-06PRATELEIRA DE AÇO  -SCHEFFER;Paraguassu;Aprendizagem Ind?strial Almoxarifado;R$ 180,00 
27/10/2020;ESTANTE-06PRATELEIRA DE AÇO  -SCHEFFER;Paraguassu;T?cnico em Eletr?nica;R$ 180,00 
27/10/2020;ESTANTE-06PRATELEIRA DE AÇO  -SCHEFFER;Paraguassu;T?cnico em Desenvolvimento de Sistemas;R$ 180,00 
27/10/2020;ESTANTE-06PRATELEIRA DE AÇO  -SCHEFFER;Paraguassu;Aprendizagem Ind?strial em Mec?nica;R$ 180,00 
27/10/2020;ESTANTE-06PRATELEIRA DE AÇO  -SCHEFFER;Paraguassu;Aprendizagem Ind?strial Almoxarifado;R$ 180,00 
27/10/2020;ESTANTE-06PRATELEIRA DE AÇO  -SCHEFFER;Paraguassu;T?cnico em Eletr?nica;R$ 180,00 
24/10/2020;FURADEIRA IMPACTO 13MM -1/2 -560W. - METABO;Paraguassu;Aprendizagem Ind?strial Administra??o;R$ 160,00 
24/10/2020;FURADEIRA IMPACTO 13MM -1/2 -560W. - METABO;Paraguassu;T?cnico em Eletr?nica;R$ 160,00 
24/10/2020;SOPRADOR TÉRMICO 1500W HE2000 110V-MAKITA;Paraguassu;T?cnico em Mecatr?nica;R$ 197,00 
17/10/2020;ESCADA MAD.DUPLA 10DEGR.C/ PATAMAR SINTESE;Paraguassu;T?cnico em Eletr?nica;R$ 248,00 
17/10/2020;ESCADA DUPLA 06DEGR.C/PLATAF.-2,00M-SINTESE;Paraguassu;T?cnico em Mecatr?nica;R$ 330,90 
17/10/2020;ESCADA DUPLA 06DEGR.C/PLATAF.-2,00M-SINTESE;Paraguassu;Aprendizagem Ind?strial em Mec?nica;R$ 330,90 
09/10/2020;MICROCOMPUTADOR HD 160GB FDD 3,5POSITIVO;Paraguassu;T?cnico em Eletr?nica;R$ 866,80 
06/10/2020;MICROCOMPUTADOR HD160GB-FDD 3,5POSITIVO;Paraguassu;Aprendizagem Ind?strial em Mec?nica;R$ 866,80 
30/09/2020;MICROCOMPUTADOR HD 160GB FD 3,5-POSITIVO;Paraguassu;Aprendizagem Ind?strial Administra??o;R$ 998,59 
15/09/2020;BEBEDOURO ELÉTRICO PRESSÃO INOX - LIBELL;Paraguassu;T?cnico em Eletr?nica;R$ 408,90 
02/09/2020;KIT GERADOR DE TOM E PONTEIRA - IDEAL;Paraguassu;Aprendizagem Ind?strial em Mec?nica;R$ 486,00 
30/07/2020;TELEFONE IP --P/N DPH-150SE  /  DLINK;Paraguassu;Aprendizagem Ind?strial Administra??o;R$ 421,00 
21/07/2020;CADEIRA P/ SALA DE AULA DC-1307;Paraguassu;T?cnico em Desenvolvimento de Sistemas;R$ 69,79 
16/06/2020;CADEIRA P/ SALA DE AULA DC-1307;Paraguassu;T?cnico em Desenvolvimento de Sistemas;R$ 69,79 
01/06/2020;CADEIRA P/ SALA DE AULA DC-1307;Paraguassu;T?cnico em Desenvolvimento de Sistemas;R$ 69,79 
17/05/2020;CADEIRA P/ SALA DE AULA DC-1307;Paraguassu;T?cnico em Desenvolvimento de Sistemas;R$ 69,79 
18/03/2020;CADEIRA P/ SALA DE AULA DC-1307;Paraguassu;Aprendizagem Ind?strial em Mec?nica;R$ 69,79 
03/03/2020;CADEIRA P/ SALA DE AULA;Paraguassu;T?cnico em Desenvolvimento de Sistemas;R$ 41,88 
27/02/2020;BANCADA MAQ FURAR DC-884;Paraguassu;Aprendizagem Ind?strial em Mec?nica;R$ 350,00 
